listing_id,date
8027030,2015-09-12
8027030,2015-09-21
8027030,2015-11-25
8027030,2016-01-05
8027030,2016-03-31
10355791,2016-01-26
10355791,2016-01-31
10355791,2016-02-04
10355791,2016-02-08
10355791,2016-03-31
10355791,2016-04-17
7574741,2016-01-05
1809622,2013-11-19
1809622,2013-11-24
1809622,2013-12-01
1809622,2013-12-03
1809622,2013-12-09
1809622,2013-12-18
1809622,2013-12-30
1809622,2014-01-03
1809622,2014-01-06
1809622,2014-01-13
1809622,2014-01-20
1809622,2014-02-10
1809622,2014-02-19
1809622,2014-02-24
1809622,2014-02-28
1809622,2014-03-18
1809622,2014-03-24
1809622,2014-04-08
1809622,2014-04-26
1809622,2014-04-28
1809622,2014-05-01
1809622,2014-05-10
1809622,2014-05-13
1809622,2014-05-19
1809622,2014-05-22
1809622,2014-05-25
1809622,2014-05-27
1809622,2014-06-04
1809622,2014-06-13
1809622,2014-06-19
1809622,2014-06-26
1809622,2014-07-06
1809622,2014-07-10
1809622,2014-08-10
1809622,2014-08-12
1809622,2014-09-02
1809622,2014-09-07
1809622,2014-09-12
1809622,2014-09-19
1809622,2014-09-30
1809622,2014-10-02
1809622,2014-10-06
1809622,2014-10-09
1809622,2014-10-17
1809622,2014-10-29
1809622,2014-10-31
1809622,2014-11-08
1809622,2014-11-11
1809622,2014-11-16
1809622,2014-11-22
1809622,2014-11-26
1809622,2014-12-01
1809622,2014-12-11
1809622,2014-12-18
1809622,2014-12-21
1809622,2014-12-29
1809622,2015-01-02
1809622,2015-01-05
1809622,2015-01-06
1809622,2015-01-18
1809622,2015-01-20
1809622,2015-01-23
1809622,2015-01-27
1809622,2015-02-01
1809622,2015-02-09
1809622,2015-02-12
1809622,2015-02-15
1809622,2015-03-06
1809622,2015-03-09
1809622,2015-03-22
1809622,2015-04-03
1809622,2015-04-07
1809622,2015-04-21
1809622,2015-04-24
1809622,2015-04-26
1809622,2015-04-28
1809622,2015-05-02
1809622,2015-05-06
1809622,2015-05-11
1809622,2015-05-18
1809622,2015-05-25
1809622,2015-06-01
1809622,2015-06-05
1809622,2015-06-07
1809622,2015-06-10
1809622,2015-06-22
1809622,2015-06-28
1809622,2015-07-07
1809622,2015-07-09
1809622,2015-07-17
1809622,2015-07-20
1809622,2015-07-23
1809622,2015-07-27
1809622,2015-07-31
1809622,2015-08-12
1809622,2015-08-14
1809622,2015-08-21
1809622,2015-08-23
1809622,2015-08-25
1809622,2015-08-28
1809622,2015-08-31
1809622,2015-09-15
1809622,2015-09-21
1809622,2015-09-29
1809622,2015-10-03
1809622,2015-10-05
1809622,2015-10-08
1809622,2015-10-09
1809622,2015-10-16
1809622,2015-10-24
1809622,2015-10-27
1809622,2015-11-03
1809622,2015-11-06
1809622,2015-11-10
1809622,2015-11-22
1809622,2015-11-22
1809622,2015-12-08
1809622,2015-12-14
1809622,2015-12-17
1809622,2015-12-20
1809622,2015-12-25
1809622,2016-01-03
1809622,2016-01-12
1809622,2016-01-15
1809622,2016-01-20
1809622,2016-02-01
1809622,2016-02-14
1809622,2016-02-21
1809622,2016-02-23
1809622,2016-03-13
1809622,2016-03-22
1809622,2016-03-27
1809622,2016-04-15
5023886,2015-01-30
254589,2012-07-03
254589,2012-07-06
254589,2012-07-07
254589,2012-07-09
254589,2012-08-01
254589,2012-12-23
254589,2013-04-26
254589,2013-08-30
254589,2014-01-03
254589,2014-07-02
254589,2014-07-07
254589,2014-07-10
254589,2014-07-23
254589,2014-08-06
254589,2014-08-15
254589,2014-08-19
254589,2014-08-27
254589,2014-08-29
254589,2014-10-31
254589,2014-11-08
254589,2014-12-31
254589,2015-01-04
254589,2015-01-10
254589,2015-02-07
254589,2015-02-11
254589,2015-02-22
254589,2015-03-22
254589,2015-03-29
254589,2015-04-02
254589,2015-08-02
254589,2015-08-05
254589,2015-08-07
254589,2015-08-14
254589,2015-08-15
254589,2015-08-18
254589,2015-08-25
254589,2015-10-01
254589,2015-12-03
254589,2015-12-08
254589,2015-12-13
254589,2015-12-26
254589,2015-12-31
254589,2016-01-01
254589,2016-01-02
254589,2016-01-05
254589,2016-01-05
254589,2016-01-07
254589,2016-01-08
254589,2016-01-10
254589,2016-01-16
254589,2016-01-18
254589,2016-01-22
254589,2016-01-24
254589,2016-02-04
254589,2016-02-07
254589,2016-02-09
254589,2016-02-10
254589,2016-02-13
254589,2016-02-14
254589,2016-02-17
254589,2016-03-10
254589,2016-03-10
254589,2016-03-24
254589,2016-03-25
254589,2016-04-06
254589,2016-04-06
254589,2016-04-07
254589,2016-04-08
254589,2016-04-14
254589,2016-04-16
254589,2016-04-23
7908213,2015-08-22
7908213,2015-08-30
7908213,2015-09-13
4360885,2015-02-05
4360885,2016-04-12
6242935,2015-05-07
6242935,2015-05-16
6242935,2015-06-01
6242935,2016-05-01
8039147,2015-09-05
8039147,2015-09-08
11707621,2016-04-02
9973222,2016-01-03
9973222,2016-01-25
9973222,2016-03-30
2993624,2014-06-04
2993624,2014-06-09
2993624,2014-08-04
2993624,2014-08-18
2993624,2014-09-02
2993624,2014-09-08
2993624,2014-09-22
2993624,2014-09-29
2993624,2014-11-07
2993624,2014-11-10
2993624,2014-12-08
2993624,2015-02-11
2993624,2015-04-07
2993624,2015-04-29
2993624,2015-07-13
2993624,2015-07-27
2993624,2015-09-18
2993624,2015-10-05
2993624,2015-10-24
2993624,2015-11-21
2993624,2015-12-04
2993624,2016-02-29
2993624,2016-04-18
2993624,2016-04-25
3931679,2014-09-30
3931679,2015-02-10
3931679,2015-02-18
3931679,2015-08-17
7851269,2015-09-27
7851269,2016-03-17
7028499,2015-08-10
9903996,2016-02-15
9903996,2016-02-18
9903996,2016-03-06
9903996,2016-03-09
9903996,2016-03-11
9903996,2016-03-25
9903996,2016-03-30
9903996,2016-04-11
9903996,2016-04-16
5243898,2015-05-05
5243898,2015-05-17
5243898,2015-05-29
5243898,2015-07-11
5243898,2015-07-29
5243898,2015-08-07
5243898,2015-08-22
5243898,2016-01-05
7231799,2015-07-21
7231799,2015-09-07
7231799,2015-10-12
5157058,2015-02-23
5157058,2015-03-30
5157058,2015-04-13
5157058,2015-04-20
5157058,2015-06-08
5157058,2015-06-18
5157058,2015-06-25
5157058,2015-07-03
5157058,2015-07-19
5157058,2015-08-08
5157058,2015-08-14
5157058,2015-08-25
5157058,2015-10-14
5157058,2015-10-20
5157058,2015-11-16
5157058,2015-11-23
5157058,2016-01-27
5157058,2016-02-08
5157058,2016-02-15
5157058,2016-02-22
5157058,2016-04-05
5157058,2016-04-12
6539392,2015-07-31
4556034,2015-01-09
4556034,2015-01-13
4556034,2015-01-23
4556034,2015-02-12
4556034,2015-02-16
4556034,2015-02-20
4556034,2015-02-24
4556034,2015-03-09
4556034,2015-03-14
4556034,2015-03-23
4556034,2015-04-13
4556034,2015-04-17
4556034,2015-04-21
4556034,2015-04-24
4556034,2015-05-03
4556034,2015-05-06
4556034,2015-05-11
4556034,2015-05-22
4556034,2015-05-28
4556034,2015-06-11
4556034,2015-06-16
4556034,2015-06-24
4556034,2015-07-01
4556034,2015-07-07
4556034,2015-07-10
4556034,2015-07-15
4556034,2015-07-25
4556034,2015-07-27
4556034,2015-08-12
4556034,2015-08-18
4556034,2015-09-10
4556034,2015-09-21
4556034,2015-09-24
4556034,2015-10-01
4556034,2015-10-14
4556034,2015-10-24
4556034,2015-10-28
4556034,2015-11-02
4556034,2015-11-07
4556034,2015-11-17
4556034,2015-11-20
4556034,2015-11-25
4556034,2015-12-01
4556034,2015-12-05
4556034,2015-12-10
4556034,2015-12-12
4556034,2015-12-19
4556034,2015-12-22
4556034,2015-12-31
4556034,2016-01-06
4556034,2016-01-20
4556034,2016-01-23
4556034,2016-02-03
4556034,2016-02-08
4556034,2016-02-19
4556034,2016-02-24
4556034,2016-02-29
4556034,2016-03-09
4556034,2016-03-10
4556034,2016-03-15
4556034,2016-04-24
9662036,2015-12-06
11165066,2016-03-12
2377008,2014-03-21
2377008,2014-04-14
2377008,2014-04-16
2377008,2014-04-29
2377008,2014-05-08
2377008,2014-05-11
2377008,2014-05-14
2377008,2014-05-18
2377008,2014-05-24
2377008,2014-05-27
2377008,2014-05-30
2377008,2014-06-01
2377008,2014-06-05
2377008,2014-06-12
2377008,2014-06-20
2377008,2014-06-29
2377008,2014-07-08
2377008,2014-07-11
2377008,2014-07-15
2377008,2014-07-22
2377008,2014-08-01
2377008,2014-08-09
2377008,2014-08-14
2377008,2014-08-20
2377008,2014-08-29
2377008,2014-09-05
2377008,2014-09-13
2377008,2014-09-27
2377008,2014-09-29
2377008,2014-10-07
2377008,2014-10-10
2377008,2014-10-12
2377008,2014-10-17
2377008,2014-10-26
2377008,2014-11-01
2377008,2014-11-12
2377008,2014-11-17
2377008,2014-12-01
2377008,2014-12-17
2377008,2015-01-03
2377008,2015-01-10
2377008,2015-01-13
2377008,2015-01-20
2377008,2015-01-25
2377008,2015-02-03
2377008,2015-02-12
2377008,2015-02-27
2377008,2015-03-28
2377008,2015-03-30
2377008,2015-04-30
2377008,2015-05-06
2377008,2015-05-19
2377008,2015-05-25
2377008,2015-06-07
2377008,2015-06-16
2377008,2015-06-25
2377008,2015-06-28
2377008,2015-07-04
2377008,2015-07-12
2377008,2015-07-31
2377008,2015-08-11
2377008,2015-08-22
2377008,2015-08-24
2377008,2015-08-29
2377008,2015-09-05
2377008,2015-09-08
2377008,2015-09-10
2377008,2015-09-16
2377008,2015-09-21
2377008,2015-09-28
2377008,2015-10-02
2377008,2015-10-04
2377008,2015-10-07
2377008,2015-10-12
2377008,2015-10-14
2377008,2015-10-24
2377008,2015-10-27
2377008,2015-11-01
2377008,2015-12-01
2377008,2015-12-04
2377008,2015-12-07
2377008,2015-12-13
2377008,2015-12-22
2377008,2016-02-14
2377008,2016-03-27
12060184,2016-04-27
4435475,2015-02-28
4435475,2015-06-07
4435475,2015-07-07
4435475,2015-07-26
4435475,2015-09-08
4435475,2015-12-06
717146,2014-01-02
663130,2012-11-04
663130,2012-11-19
663130,2012-12-31
663130,2013-04-02
663130,2013-08-05
663130,2013-10-01
663130,2013-10-07
663130,2013-10-21
663130,2013-10-29
663130,2014-01-03
663130,2014-04-10
663130,2014-04-11
663130,2014-04-18
663130,2014-04-30
663130,2014-06-16
663130,2014-08-11
663130,2014-09-30
663130,2014-10-14
663130,2014-11-10
663130,2014-12-09
663130,2015-01-01
663130,2015-02-17
663130,2015-03-31
663130,2015-04-08
663130,2015-04-15
663130,2015-04-23
663130,2015-04-27
663130,2015-05-12
663130,2015-05-26
663130,2015-06-01
663130,2015-06-08
663130,2015-07-21
663130,2015-08-08
663130,2015-08-17
663130,2015-08-19
663130,2015-09-29
663130,2015-10-31
663130,2016-01-03
663130,2016-03-29
663130,2016-04-11
2924337,2014-05-17
2924337,2014-06-16
2924337,2014-06-22
2924337,2014-07-21
2924337,2014-09-20
2924337,2014-09-29
2924337,2015-01-03
2924337,2015-01-08
2924337,2015-03-20
2924337,2015-04-06
2924337,2015-04-19
2924337,2015-06-03
2924337,2015-07-18
2924337,2015-08-16
2924337,2015-08-26
2924337,2015-08-31
2924337,2015-09-08
2924337,2015-12-30
2924337,2016-02-22
2924337,2016-04-23
2924337,2016-04-28
4923636,2015-01-03
4923636,2015-01-20
4923636,2015-02-21
4923636,2015-03-09
4923636,2015-03-21
4923636,2015-03-23
4923636,2015-04-01
4923636,2015-04-07
4923636,2015-04-30
4923636,2015-05-09
4923636,2015-05-12
4923636,2015-06-01
4923636,2015-06-08
4923636,2015-06-10
4923636,2015-06-13
4923636,2015-06-27
4923636,2015-07-05
4923636,2015-07-07
4923636,2015-07-16
4923636,2015-07-20
4923636,2015-07-23
4923636,2015-07-27
4923636,2015-08-04
4923636,2015-08-09
4923636,2015-08-12
4923636,2015-08-24
4923636,2015-08-28
4923636,2015-09-12
4923636,2015-09-17
4923636,2015-09-21
4923636,2015-09-24
4923636,2015-10-02
4923636,2015-10-12
4923636,2015-10-17
